area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,3.0,81.67883761285358
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,PuageVa,1800,3.0,3.0,109.63599955719903
Built-up  Area,Ready To Move,Seegehalli,3 Bedroom,,1200,3.0,0.0,77.95105920503366
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,73.02506719224279
Plot  Area,Ready To Move,West of Chord Road,2 Bedroom,,640,2.0,1.0,124.86543936451982
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Srrlsnu,1035,2.0,2.0,35.341601079360274
Super built-up  Area,Ready To Move,Doddakannelli,4 BHK,,3440,3.0,2.0,163.63992164234656
Super built-up  Area,Ready To Move,Panathur,2 BHK,Isncasa,1296,2.0,2.0,72.29370452944124
Built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,26.160426013336973
Super built-up  Area,Ready To Move,Gollahalli,3 BHK,ArzzaRe,1710,3.0,2.0,91.84504260684622
Built-up  Area,Ready To Move,Varthur Road,2 BHK,VRdelit,1277,2.0,2.0,46.80084259083745
Super built-up  Area,18-May,Thanisandra,2 BHK,Bhmesy ,1265,2.0,1.0,62.21057538537738
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,3005,4.0,1.0,273.17046745828475
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,59.84053464109198
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,Prenty ,1600,3.0,3.0,89.32867919601256
Super built-up  Area,17-Jun,Bellandur,2 BHK,,1100,2.0,3.0,55.85792049946248
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,900,3.0,3.0,163.44689716675396
Built-up  Area,Ready To Move,Dwaraka Nagar,2 BHK,,925,2.0,1.0,49.3922338823469
Plot  Area,18-Dec,ITPL,3 Bedroom,,1200,3.0,1.0,105.51004638008403
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,50.945079475274895
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,934,1.0,2.0,19.472883880237248
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1100,2.0,1.0,67.51393655318844
Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475 - 1058.27,1.0,0.0,33.15871996871705
Super built-up  Area,Ready To Move,Chikkathoguru,3 BHK,Amonyum,1360,2.0,2.0,46.230535896876916
Plot  Area,Ready To Move,Gottigere,6 Bedroom,,1200,4.0,0.0,146.80681613445637
Super built-up  Area,18-Apr,Balagere,2 BHK,Soresea,1205,2.0,2.0,73.80269048935878
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2.0,1.0,59.49249620349792
Built-up  Area,18-Apr,Budigere,2 BHK,,1065,2.0,1.0,48.15456297827596
Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1225,2.0,1.0,44.035250781331456
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1086,2.0,1.0,53.27484267580071
Plot  Area,Ready To Move,Jeevan bima nagar,3 Bedroom,,926,3.0,1.0,168.54792317967775
Plot  Area,Ready To Move,4th Phase JP Nagar,3 Bedroom,,600,3.0,1.0,139.44937093438455
Plot  Area,Ready To Move,Kathriguppe,4 Bedroom,,2500,3.0,2.0,214.69057496093194
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,,1200,4.0,3.0,87.43459899232118
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1022,2.0,1.0,41.89774242597723
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1525,3.0,2.0,67.60754216297899
Built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Adxira ,1595,3.0,2.0,118.85077464171565
Built-up  Area,Ready To Move,Whitefield,2 BHK,Satanan,1000,2.0,1.0,63.94458080837637
Super built-up  Area,18-Jan,Seegehalli,2 BHK,,1118,2.0,2.0,48.92637187138898
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Sulla S,1190,2.0,2.0,57.46728775795009
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,97.83320507987217
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,44.07458677299658
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1650,3.0,3.0,117.52847489383667
Carpet  Area,Ready To Move,Chinnapa Garden,2 BHK,,1000,2.0,2.0,72.59672404397963
Super built-up  Area,Ready To Move,Begur,2 BHK,SrSaira,1400,2.0,0.0,50.27056321782777
Built-up  Area,Ready To Move,Choodasandra,3 BHK,Jar 1 S,1325,2.0,2.0,68.96103299993518
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Sumesa ,1200,2.0,0.0,65.87061554494372
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1345,2.0,2.0,72.69086523384743
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1630,3.0,3.0,106.85214018855585
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,,1377,2.0,2.0,49.02895870304155
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,1.0,128.01240028518646
Built-up  Area,Ready To Move,KR Puram,3 BHK,,1600,2.0,2.0,57.56190358923686
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1381,2.0,2.0,47.24909440079604
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,2.9669965333288957
Built-up  Area,Ready To Move,nagendra block,9 BHK,,950,9.0,0.0,209.72759821485664
Super built-up  Area,18-Dec,Jakkur,4 BHK,Lecco C,5130,6.0,1.0,374.4683849565463
Plot  Area,Ready To Move,6th Phase JP Nagar,5 Bedroom,,1440,4.0,0.0,203.83806615234175
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,,1237,3.0,2.0,61.836962881678275
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,2550,4.0,2.0,170.36403729461088
Super built-up  Area,19-Oct,Panathur,3 BHK,Caiya D,1230,2.0,2.0,65.46618125014103
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1500,2.0,2.0,69.9160530940216
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,,215.24000407838042
Plot  Area,Ready To Move,Margondanahalli,4 Bedroom,,1500,4.0,1.0,138.8798640754965
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",1 BHK,,525,1.0,1.0,0.4317512829319554
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717,3.0,,123.02253655212135
Plot  Area,18-May,Sarjapur  Road,4 Bedroom,Skania ,1800,4.0,3.0,208.61199188900724
Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1917,4.0,2.0,137.04719050152568
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Vrenty ,1322,2.0,1.0,47.07126531424893
Plot  Area,Ready To Move,Raj Mahal Vilas Extension,3 Bedroom,,2954,3.0,3.0,249.27631411406605
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1398,2.0,1.0,79.58783493339216
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Jaers S,1120,2.0,1.0,44.522236325650724
Plot  Area,Ready To Move,AECS Layout,5 Bedroom,,2400,8.0,,320.49724144823847
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,14.31953648747934
Plot  Area,Ready To Move,Sarakki Nagar,1 Bedroom,,600,1.0,0.0,156.01954209644163
Plot  Area,17-Nov,15th Block Hbr Layout,16 Bedroom,,2400,16.0,,494.4546397935548
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1150,2.0,2.0,40.5995569613701
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,40.21188744604915
Super built-up  Area,Ready To Move,Hebbal,2 BHK,CotleCa,1170,2.0,1.0,97.35328604595506
Super built-up  Area,20-Dec,Tumkur Road,3 BHK,Sapus S,1586,3.0,2.0,101.53718649289596
Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,,1700,3.0,2.0,111.23292364333707
Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,DSestSt,1149,2.0,2.0,41.99551577175225
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,119.89097742901262
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1475,3.0,3.0,69.3144740637804
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1149.91,2.0,1.0,42.079888985998295
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,85.69680782613281
Super built-up  Area,Ready To Move,Panathur,2 BHK,,1080,2.0,2.0,61.510920924588945
Plot  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,1500,5.0,3.0,209.6538449530861
Super built-up  Area,19-Mar,Sarjapur  Road,3 BHK,AsastDe,1347,3.0,2.0,98.68425057791788
Super built-up  Area,18-Jul,Bellandur,4 BHK,NiCodCa,2025,4.0,,149.59903363389753
Super built-up  Area,Ready To Move,ITPL,2 BHK,,1070,2.0,1.0,9.504299813479989
Super built-up  Area,Ready To Move,Jakkur,3 BHK,AvensGa,1505,3.0,1.0,125.00466035368493
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,39.92299453250543
Built-up  Area,Ready To Move,Narayanapura,3 BHK,Veodsar,1566,3.0,1.0,98.60919765059302
Plot  Area,17-Dec,Sarjapur  Road,6 Bedroom,,600,6.0,,196.27247928126116
Built-up  Area,18-Jul,Whitefield,5 Bedroom,VeniaGa,2900,6.0,3.0,239.83752269846633
Built-up  Area,Ready To Move,Hennur Road,3 Bedroom,Raodsre,1779,3.0,3.0,114.45686546194258
Super built-up  Area,Ready To Move,Annapurneshwari Nagar,3 BHK,DSthian,1523,3.0,2.0,122.36427557675017
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,950,2.0,1.0,43.186153412577184
Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,3500,5.0,2.0,286.26179162373165
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",2 BHK,,1159,2.0,1.0,74.78172639030265
Super built-up  Area,18-Apr,Marathahalli,3 BHK,,1385,2.0,2.0,67.51862578476998
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,,1200,4.0,3.0,145.90819911857528
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,3 BHK,,1360,2.0,2.0,78.26608591213193
Built-up  Area,Ready To Move,Doddaballapur,3 BHK,,1650,2.0,3.0,56.7292842253306
Plot  Area,Ready To Move,Somanna Garden,3 Bedroom,,600,3.0,2.0,118.02347531666217
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,SVveso ,1105,2.0,1.0,31.92378212538803
Super built-up  Area,Ready To Move,Doddakannelli,3 BHK,Maineri,1397,3.0,2.0,65.18554389093616
Built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,99.24295606791591
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1050,2.0,1.0,24.229560302984638
Built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1343,2.0,3.0,67.85707957074834
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Niiewem,1150,2.0,0.0,50.25656269927289
Super built-up  Area,Ready To Move,Anekal,2 BHK,,890,2.0,1.0,9.899348735017469
Plot  Area,Ready To Move,Devanahalli Int. Airport,4 Bedroom,,2500,4.0,3.0,234.00989040785242
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1335,2.0,2.0,60.24982856377852
Built-up  Area,Ready To Move,Kumara Park,3 BHK,,1350,3.0,1.0,283.9183351029915
Plot  Area,Ready To Move,Padmanabhanagar,5 Bedroom,,1200,5.0,2.0,220.50827862176786
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891,3.0,1.0,124.404786551966
Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,163.3970753607412
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Srnyxda,1293,2.0,2.0,72.70350046500928
Built-up  Area,Ready To Move,TC Palaya,4 Bedroom,,1800,3.0,1.0,59.610599834990396
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,3383,4.0,,254.95581722481916
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2476,3.0,2.0,351.9729538365681
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1180,2.0,1.0,58.82381218054816
Super built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,Traven ,1400,2.0,1.0,74.87195088055822
Built-up  Area,Ready To Move,Sai Gardens,4 BHK,Alivae ,2495,4.0,3.0,155.22501360063416
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1800,2.0,1.0,167.81449960402963
Super built-up  Area,Ready To Move,Udayagiri,3 BHK,Ozquaba,1204,2.0,1.0,69.20949257255597
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Haidea ,1105,2.0,1.0,40.55540407868544
Plot  Area,Ready To Move,Hebbal,2 Bedroom,,5149,2.0,0.0,367.22547656023437
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,,1199,2.0,1.0,69.89298661308177
Super built-up  Area,Ready To Move,P&T Layout,3 BHK,,1400,2.0,3.0,57.13332317286482
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1079,2.0,1.0,50.52617254975503
Super built-up  Area,18-Feb,8th Phase JP Nagar,3 BHK,,1275,3.0,1.0,77.74426778114022
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1532,2.0,1.0,77.31848537213676
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,47.06168609249255
Built-up  Area,Ready To Move,Kithaganur,8 Bedroom,,3500,7.0,,223.867223235835
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,3.0,60.271894377342235
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2.0,3.0,49.02841160941921
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Shazai ,1400,2.0,1.0,51.796779728862134
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,53.16861026981897
Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1290,2.0,2.0,62.45931720464098
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,53.16861026981897
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1730,3.0,,113.15746178077306
Plot  Area,Ready To Move,Basaveshwara Nagar,4 Bedroom,,600,4.0,1.0,180.4199270760851
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,,1588,2.0,,112.29307774236372
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,83.08393806743985
Plot  Area,Ready To Move,Akshayanagara West,8 Bedroom,,1200,5.0,2.0,186.0989518637333
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Udayaur,1100,2.0,2.0,66.68667725981823
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,KlarkBe,1731,3.0,,114.27946184530649
Plot  Area,18-Aug,Vishweswaraiah Layout 4th Block,1 Bedroom,,1200,1.0,1.0,125.16257870819473
Plot  Area,Ready To Move,RMV 2nd Stage,4 Bedroom,,6750,8.0,,658.5436515516601
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,Brent C,4250,4.0,2.0,412.5379720919585
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,59.84053464109198
Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1660,3.0,2.0,82.91509025564447
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1216,2.0,2.0,30.31406881616526
Built-up  Area,18-Feb,Tumkur Road,2 BHK,Sahtsva,996,2.0,1.0,53.85511592888594
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,MaicaRS,1150,2.0,2.0,67.25371571704221
