area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Devasthanagalu,3 BHK,CMhidal,1380,3.0,3.0,100.28716077330137
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,PuageVa,1800,3.0,3.0,124.29636929632055
Built-up  Area,Ready To Move,Seegehalli,3 Bedroom,,1200,3.0,0.0,92.4308066218772
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,73.31071388293734
Plot  Area,Ready To Move,West of Chord Road,2 Bedroom,,640,2.0,1.0,89.94474729501292
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Srrlsnu,1035,2.0,2.0,57.97944192507038
Super built-up  Area,Ready To Move,Doddakannelli,4 BHK,,3440,3.0,2.0,218.2400120399277
Super built-up  Area,Ready To Move,Panathur,2 BHK,Isncasa,1296,2.0,2.0,72.89945007866089
Built-up  Area,Ready To Move,Byagadadhenahalli,2 BHK,VBavaai,620,2.0,1.0,35.06715952775802
Super built-up  Area,Ready To Move,Gollahalli,3 BHK,ArzzaRe,1710,3.0,2.0,119.96264111324922
Built-up  Area,Ready To Move,Varthur Road,2 BHK,VRdelit,1277,2.0,2.0,71.81331921690526
Super built-up  Area,18-May,Thanisandra,2 BHK,Bhmesy ,1265,2.0,1.0,71.93844404525177
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,3005,4.0,1.0,271.93339960200035
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,70.85231318349615
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,Prenty ,1600,3.0,3.0,112.8634128567876
Super built-up  Area,17-Jun,Bellandur,2 BHK,,1100,2.0,3.0,60.8840505532001
Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,900,3.0,3.0,125.34695289116087
Built-up  Area,Ready To Move,Dwaraka Nagar,2 BHK,,925,2.0,1.0,52.502418098045766
Plot  Area,18-Dec,ITPL,3 Bedroom,,1200,3.0,1.0,145.35399653046034
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,58.83691365803535
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,934,1.0,2.0,28.191125443069595
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1100,2.0,1.0,62.506254982637095
Super built-up  Area,20-Aug,Sarjapur  Road,1 BHK,Ahciace,475 - 1058.27,1.0,0.0,20.863648375275957
Super built-up  Area,Ready To Move,Chikkathoguru,3 BHK,Amonyum,1360,2.0,2.0,75.94029386402991
Plot  Area,Ready To Move,Gottigere,6 Bedroom,,1200,4.0,0.0,168.32666539937094
Super built-up  Area,18-Apr,Balagere,2 BHK,Soresea,1205,2.0,2.0,67.69745489867339
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1255,2.0,1.0,70.74909394799361
Built-up  Area,18-Apr,Budigere,2 BHK,,1065,2.0,1.0,60.50548760571883
Super built-up  Area,18-Aug,Bommasandra,2 BHK,DSoodil,1225,2.0,1.0,69.65185275734518
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1086,2.0,1.0,61.70594803186979
Plot  Area,Ready To Move,Jeevan bima nagar,3 Bedroom,,926,3.0,1.0,129.69084620830017
Plot  Area,Ready To Move,4th Phase JP Nagar,3 Bedroom,,600,3.0,1.0,111.05512721186147
Plot  Area,Ready To Move,Kathriguppe,4 Bedroom,,2500,3.0,2.0,218.23940889742448
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,,1200,4.0,3.0,167.12876330577845
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1022,2.0,1.0,58.04740197121925
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1525,3.0,2.0,109.38715640668124
Built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Adxira ,1595,3.0,2.0,113.38869116051778
Built-up  Area,Ready To Move,Whitefield,2 BHK,Satanan,1000,2.0,1.0,56.78977676287062
Super built-up  Area,18-Jan,Seegehalli,2 BHK,,1118,2.0,2.0,62.72411884747656
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Sulla S,1190,2.0,2.0,66.83998316570842
Super built-up  Area,18-Jul,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,82.51424381676136
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950,2.0,1.0,53.93153765298739
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,,1650,3.0,3.0,115.72165196667083
Carpet  Area,Ready To Move,Chinnapa Garden,2 BHK,,1000,2.0,2.0,55.97867454815212
Super built-up  Area,Ready To Move,Begur,2 BHK,SrSaira,1400,2.0,0.0,80.46679185665502
Built-up  Area,Ready To Move,Choodasandra,3 BHK,Jar 1 S,1325,2.0,2.0,73.93952648711165
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Sumesa ,1200,2.0,0.0,69.03383541712206
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1345,2.0,2.0,75.70052440634646
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1630,3.0,3.0,114.57835632271755
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,,1377,2.0,2.0,76.91209516139021
Super built-up  Area,20-Jan,Badavala Nagar,3 BHK,DNncasa,1842,3.0,1.0,128.31949457805948
Built-up  Area,Ready To Move,KR Puram,3 BHK,,1600,2.0,2.0,89.65984159146944
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1381,2.0,2.0,77.14075429018087
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,6.239534014224731
Built-up  Area,Ready To Move,nagendra block,9 BHK,,950,9.0,0.0,218.52143830099186
Super built-up  Area,18-Dec,Jakkur,4 BHK,Lecco C,5130,6.0,1.0,387.7036166088095
Plot  Area,Ready To Move,6th Phase JP Nagar,5 Bedroom,,1440,4.0,0.0,182.66391540209196
Super built-up  Area,Ready To Move,Rayasandra,3 BHK,,1237,3.0,2.0,92.9236991337538
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,NRodsen,2550,4.0,2.0,191.99573163932428
Super built-up  Area,19-Oct,Panathur,3 BHK,Caiya D,1230,2.0,2.0,68.50887217833349
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1500,2.0,2.0,84.56106564698449
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,,168.94436767465243
Plot  Area,Ready To Move,Margondanahalli,4 Bedroom,,1500,4.0,1.0,185.90040239451488
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",1 BHK,,525,1.0,1.0,6.239534014224731
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMonymp,1717,3.0,,121.98499901806987
Plot  Area,18-May,Sarjapur  Road,4 Bedroom,Skania ,1800,4.0,3.0,201.42763262437728
Super built-up  Area,18-Apr,Thanisandra,3 BHK,Bhmesy ,1917,4.0,2.0,155.8104245082025
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Vrenty ,1322,2.0,1.0,74.57913435523716
Plot  Area,Ready To Move,Raj Mahal Vilas Extension,3 Bedroom,,2954,3.0,3.0,243.99882007572728
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1398,2.0,1.0,79.54136007754119
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Jaers S,1120,2.0,1.0,63.64955062659039
Plot  Area,Ready To Move,AECS Layout,5 Bedroom,,2400,8.0,,333.6008002319968
Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,18.862155615957434
Plot  Area,Ready To Move,Sarakki Nagar,1 Bedroom,,600,1.0,0.0,65.0722870170697
Plot  Area,17-Nov,15th Block Hbr Layout,16 Bedroom,,2400,16.0,,518.9234630441933
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1150,2.0,2.0,64.55339187780183
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,64.6105566599995
Super built-up  Area,Ready To Move,Hebbal,2 BHK,CotleCa,1170,2.0,1.0,66.50778973647363
Super built-up  Area,20-Dec,Tumkur Road,3 BHK,Sapus S,1586,3.0,2.0,112.8742081207388
Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,,1700,3.0,2.0,119.39099329127258
Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,DSestSt,1149,2.0,2.0,63.878524820322646
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,122.37042173941487
Super built-up  Area,Ready To Move,Ittamadu,3 BHK,Naory G,1475,3.0,3.0,105.71781508207951
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1149.91,2.0,1.0,65.35934926212255
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,104.28869552713789
Super built-up  Area,Ready To Move,Panathur,2 BHK,,1080,2.0,2.0,60.551857123965306
Plot  Area,Ready To Move,Brookefield,4 Bedroom,Goodsrb,1500,5.0,3.0,208.29287144511454
Super built-up  Area,19-Mar,Sarjapur  Road,3 BHK,AsastDe,1347,3.0,2.0,99.21182517549693
Super built-up  Area,18-Jul,Bellandur,4 BHK,NiCodCa,2025,4.0,,162.98872313970574
Super built-up  Area,Ready To Move,ITPL,2 BHK,,1070,2.0,1.0,60.791311516707154
Super built-up  Area,Ready To Move,Jakkur,3 BHK,AvensGa,1505,3.0,1.0,109.05496297744645
Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,57.93307240682391
Built-up  Area,Ready To Move,Narayanapura,3 BHK,Veodsar,1566,3.0,1.0,112.542014691504
Plot  Area,17-Dec,Sarjapur  Road,6 Bedroom,,600,6.0,,182.05714304084538
Built-up  Area,18-Jul,Whitefield,5 Bedroom,VeniaGa,2900,6.0,3.0,257.9862456032987
Built-up  Area,Ready To Move,Hennur Road,3 Bedroom,Raodsre,1779,3.0,3.0,123.0959088701696
Super built-up  Area,Ready To Move,Annapurneshwari Nagar,3 BHK,DSthian,1523,3.0,2.0,109.27282684228592
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,950,2.0,1.0,53.93153765298739
Plot  Area,Ready To Move,Manjunath Nagar,5 Bedroom,,3500,5.0,2.0,322.815835779881
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",2 BHK,,1159,2.0,1.0,65.87897713229933
Super built-up  Area,18-Apr,Marathahalli,3 BHK,,1385,2.0,2.0,77.36941341897153
Plot  Area,Ready To Move,Thurahalli,4 Bedroom,,1200,4.0,3.0,167.12876330577845
Super built-up  Area,Ready To Move,Kengeri Satellite Town Stage II,3 BHK,,1360,2.0,2.0,75.94029386402991
Built-up  Area,Ready To Move,Doddaballapur,3 BHK,,1650,2.0,3.0,91.70697848663418
Plot  Area,Ready To Move,Somanna Garden,3 Bedroom,,600,3.0,2.0,110.24402499714297
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,SVveso ,1105,2.0,1.0,62.79207889362542
Super built-up  Area,Ready To Move,Doddakannelli,3 BHK,Maineri,1397,3.0,2.0,102.07006428538016
Built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,112.199025998318
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1050,2.0,1.0,59.64801587275385
Built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1343,2.0,3.0,74.77509262723262
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Niiewem,1150,2.0,0.0,66.17559630723883
Super built-up  Area,Ready To Move,Anekal,2 BHK,,890,2.0,1.0,50.501650721127504
Plot  Area,Ready To Move,Devanahalli Int. Airport,4 Bedroom,,2500,4.0,3.0,241.44298016274263
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1335,2.0,2.0,74.51117430908829
Built-up  Area,Ready To Move,Kumara Park,3 BHK,,1350,3.0,1.0,100.19442173680842
Plot  Area,Ready To Move,Padmanabhanagar,5 Bedroom,,1200,5.0,2.0,191.33683672525208
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,1891,3.0,1.0,131.12056890574505
Plot  Area,18-Jul,Whitefield,3 Bedroom,,1200,3.0,1.0,145.35399653046034
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Srnyxda,1293,2.0,2.0,72.7279557320679
Built-up  Area,Ready To Move,TC Palaya,4 Bedroom,,1800,3.0,1.0,125.30087145047602
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,3383,4.0,,240.6184973641345
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2476,3.0,2.0,163.75086427666042
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1180,2.0,1.0,67.07943755845028
Super built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,Traven ,1400,2.0,1.0,79.65568964193652
Built-up  Area,Ready To Move,Sai Gardens,4 BHK,Alivae ,2495,4.0,3.0,187.42286412845266
Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,1800,2.0,1.0,101.90390024572089
Super built-up  Area,Ready To Move,Udayagiri,3 BHK,Ozquaba,1204,2.0,1.0,67.83369005591271
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Haidea ,1105,2.0,1.0,62.79207889362542
Plot  Area,Ready To Move,Hebbal,2 Bedroom,,5149,2.0,0.0,348.51185243900176
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,,1199,2.0,1.0,68.16556842020591
Super built-up  Area,Ready To Move,P&T Layout,3 BHK,,1400,2.0,3.0,77.41578293721801
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1079,2.0,1.0,61.305794556486134
Super built-up  Area,18-Feb,8th Phase JP Nagar,3 BHK,,1275,3.0,1.0,95.90706307198357
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1532,2.0,1.0,87.20144089202826
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1245,2.0,2.0,69.36634391129846
Built-up  Area,Ready To Move,Kithaganur,8 Bedroom,,3500,7.0,,316.8799882202452
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,,1464,3.0,3.0,105.0890024779052
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2.0,3.0,69.92719646932392
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Shazai ,1400,2.0,1.0,79.037987366655
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,65.93614191449697
Super built-up  Area,Ready To Move,Hoodi,2 BHK,,1290,2.0,2.0,72.5564613854749
Built-up  Area,18-Dec,Electronic City,2 BHK,,1160,2.0,1.0,65.93614191449697
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1730,3.0,,122.72814118663952
Plot  Area,Ready To Move,Basaveshwara Nagar,4 Bedroom,,600,4.0,1.0,134.45209841661662
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,,1588,2.0,,91.21377090981599
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,59.47652152616087
Plot  Area,Ready To Move,Akshayanagara West,8 Bedroom,,1200,5.0,2.0,189.48372989940754
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Udayaur,1100,2.0,2.0,61.69515276791859
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,KlarkBe,1731,3.0,,122.78530596883718
Plot  Area,18-Aug,Vishweswaraiah Layout 4th Block,1 Bedroom,,1200,1.0,1.0,98.56005412095004
Plot  Area,Ready To Move,RMV 2nd Stage,4 Bedroom,,6750,8.0,,582.8853050671199
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,Brent C,4250,4.0,2.0,288.55815910007277
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,70.85231318349615
Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1660,3.0,2.0,117.10440200336599
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1216,2.0,2.0,68.32626750284771
Built-up  Area,18-Feb,Tumkur Road,2 BHK,Sahtsva,996,2.0,1.0,56.56111763407996
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,MaicaRS,1150,2.0,2.0,64.55339187780183
